id;stundenplan_id;datum;status;thema;hausaufgaben;vertretungslehrer_id;tatsaechlicher_raum_id;tatsaechliche_stunde;ist_klausur;notiz
1418;89;2026-08-10;gehalten;;;;;;0;
1419;103;2026-08-10;gehalten;;;;;;0;
1420;104;2026-08-10;gehalten;;;;;;0;
1421;106;2026-08-10;gehalten;;;;;;0;
1422;107;2026-08-10;gehalten;;;;;;0;
1423;112;2026-08-10;gehalten;;;;;;0;
1424;113;2026-08-10;gehalten;;;;;;0;
1425;131;2026-08-10;gehalten;;;;;;1;
1426;132;2026-08-10;gehalten;;;;;;0;
1427;139;2026-08-10;gehalten;;;;;;0;
1428;150;2026-08-10;gehalten;;;;;;0;
1429;151;2026-08-10;gehalten;;;;;;0;
1430;152;2026-08-10;gehalten;;;;;;0;
1431;153;2026-08-10;gehalten;;;;;;0;
1432;154;2026-08-10;gehalten;;;;;;0;
1433;159;2026-08-10;gehalten;;;;;;0;
1434;160;2026-08-10;gehalten;;;;;;0;
1435;174;2026-08-10;gehalten;;;;;;0;
1436;175;2026-08-10;gehalten;;;;;;0;
1437;189;2026-08-10;gehalten;;;;;;0;
1438;190;2026-08-10;gehalten;;;;;;0;
1439;196;2026-08-10;gehalten;;;;;;0;
1440;197;2026-08-10;gehalten;;;;;;0;
1441;206;2026-08-10;gehalten;;;;;;0;
1442;207;2026-08-10;gehalten;;;;;;0;
1443;223;2026-08-10;gehalten;;;;;;0;
1444;226;2026-08-10;gehalten;;;;;;0;
1445;227;2026-08-10;gehalten;;;;;;0;
1446;234;2026-08-10;gehalten;;;;;;0;
1447;235;2026-08-10;gehalten;;;;;;0;
1448;236;2026-08-10;gehalten;;;;;;0;
1449;260;2026-08-10;gehalten;;;;;;0;
1450;261;2026-08-10;gehalten;;;;;;0;
1451;266;2026-08-10;gehalten;;;;;;0;
1452;267;2026-08-10;gehalten;;;;;;0;
1453;268;2026-08-10;gehalten;;;;;;0;
1454;269;2026-08-10;gehalten;;;;;;0;
1455;283;2026-08-10;gehalten;;;;;;0;
1456;284;2026-08-10;gehalten;;;;;;0;
1457;293;2026-08-10;gehalten;;;;;;0;
1458;294;2026-08-10;gehalten;;;;;;0;
1459;297;2026-08-10;gehalten;;;;;;0;
1460;298;2026-08-10;gehalten;;;;;;0;
1461;310;2026-08-10;gehalten;;;;;;0;
1462;311;2026-08-10;gehalten;;;;;;0;
1463;316;2026-08-10;gehalten;;;;;;0;
1464;317;2026-08-10;gehalten;;;;;;0;
1465;339;2026-08-10;gehalten;;;;;;0;
1466;340;2026-08-10;entfallen;;;;;;0;
1467;343;2026-08-10;gehalten;;;;;;0;
1468;344;2026-08-10;gehalten;;;;;;0;
1469;349;2026-08-10;gehalten;;;;;;0;
1470;350;2026-08-10;gehalten;;;;;;0;
1471;371;2026-08-10;gehalten;;;;;;0;
1472;372;2026-08-10;gehalten;;;;;;0;
1473;387;2026-08-10;gehalten;;;;;;0;
1474;388;2026-08-10;gehalten;;;;;;0;
1475;404;2026-08-10;gehalten;;;;;;0;
1476;405;2026-08-10;gehalten;;;;;;0;
1477;406;2026-08-10;gehalten;;;;;;0;
1478;407;2026-08-10;gehalten;;;;;;0;
1479;414;2026-08-10;entfallen;;;;;;0;
1480;415;2026-08-10;gehalten;;;;;;0;
1481;429;2026-08-10;gehalten;;;;;;0;
1482;430;2026-08-10;gehalten;;;;;;0;
1483;433;2026-08-10;entfallen;;;;;;0;
1484;434;2026-08-10;gehalten;;;;;;0;
1485;439;2026-08-10;gehalten;;;;;;0;
1486;440;2026-08-10;gehalten;;;;;;0;
1487;446;2026-08-10;gehalten;;;;;;0;
1488;447;2026-08-10;gehalten;;;;;;0;
1489;464;2026-08-10;gehalten;;;;;;0;
1490;465;2026-08-10;gehalten;;;;;;0;
1491;488;2026-08-10;gehalten;;;;;;0;
1492;489;2026-08-10;gehalten;;;;;;0;
1493;498;2026-08-10;gehalten;;;;;;0;
1494;499;2026-08-10;gehalten;;;;;;0;
1495;507;2026-08-10;gehalten;;;;;;0;
1496;508;2026-08-10;gehalten;;;;;;0;
1497;511;2026-08-10;gehalten;;;;;;0;
1498;512;2026-08-10;gehalten;;;;;;0;
1499;517;2026-08-10;vertretung;;;67;;;0;
1500;518;2026-08-10;gehalten;;;;;;0;
1501;530;2026-08-10;gehalten;;;;;;0;
1502;531;2026-08-10;gehalten;;;;;;0;
1503;536;2026-08-10;gehalten;;;;;;0;
1504;537;2026-08-10;gehalten;;;;;;0;
1505;544;2026-08-10;gehalten;;;;;;0;
1506;545;2026-08-10;gehalten;;;;;;0;
1507;549;2026-08-10;gehalten;;;;;;0;
1508;550;2026-08-10;gehalten;;;;;;0;
1509;559;2026-08-10;gehalten;;;;;;0;
1510;560;2026-08-10;gehalten;;;;;;0;
1511;563;2026-08-10;gehalten;;;;;;0;
1512;564;2026-08-10;gehalten;;;;;;0;
1513;567;2026-08-10;entfallen;;;;;;0;
1514;568;2026-08-10;vertretung;;;6;;;1;
1515;612;2026-08-10;gehalten;;;;;;0;
1516;613;2026-08-10;gehalten;;;;;;1;
1517;616;2026-08-10;gehalten;;;;;;0;
1518;617;2026-08-10;gehalten;;;;;;0;
1519;618;2026-08-10;gehalten;;;;;;0;
1520;619;2026-08-10;gehalten;;;;;;0;
1521;620;2026-08-10;gehalten;;;;;;0;
1522;621;2026-08-10;gehalten;;;;;;0;
1523;628;2026-08-10;gehalten;;;;;;0;
1524;629;2026-08-10;gehalten;;;;;;0;
1525;639;2026-08-10;gehalten;;;;;;0;
1526;640;2026-08-10;gehalten;;;;;;0;
1527;649;2026-08-10;gehalten;;;;;;0;
1528;650;2026-08-10;gehalten;;;;;;0;
1529;653;2026-08-10;entfallen;;;;;;0;
1530;654;2026-08-10;gehalten;;;;;;0;
1531;655;2026-08-10;gehalten;;;;;;0;
1532;656;2026-08-10;gehalten;;;;;;0;
1533;666;2026-08-10;gehalten;;;;;;0;
1534;667;2026-08-10;gehalten;;;;;;0;
1535;669;2026-08-10;gehalten;;;;;;0;
1536;670;2026-08-10;gehalten;;;;;;0;
1537;672;2026-08-10;gehalten;;;;;;1;
1538;673;2026-08-10;gehalten;;;;;;0;
1539;693;2026-08-10;gehalten;;;;;;0;
1540;694;2026-08-10;gehalten;;;;;;0;
1541;696;2026-08-10;gehalten;;;;;;0;
1542;697;2026-08-10;gehalten;;;;;;0;
1543;699;2026-08-10;gehalten;;;;;;0;
1544;700;2026-08-10;vertretung;;;68;;;0;
1545;720;2026-08-10;gehalten;;;;;;1;
1546;721;2026-08-10;gehalten;;;;;;0;
1547;723;2026-08-10;gehalten;;;;;;0;
1548;724;2026-08-10;gehalten;;;;;;0;
1549;726;2026-08-10;vertretung;;;38;;;1;
1550;727;2026-08-10;gehalten;;;;;;0;
1551;747;2026-08-10;gehalten;;;;;;0;
1552;748;2026-08-10;gehalten;;;;;;0;
1553;750;2026-08-10;gehalten;;;;;;0;
1554;751;2026-08-10;gehalten;;;;;;1;
1555;753;2026-08-10;gehalten;;;;;;0;
1556;754;2026-08-10;gehalten;;;;;;0;
1557;774;2026-08-10;gehalten;;;;;;0;
1558;775;2026-08-10;gehalten;;;;;;1;
1559;777;2026-08-10;gehalten;;;;;;0;
1560;778;2026-08-10;gehalten;;;;;;0;
1561;780;2026-08-10;gehalten;;;;;;0;
1562;781;2026-08-10;gehalten;;;;;;0;
1563;801;2026-08-10;gehalten;;;;;;0;
1564;802;2026-08-10;gehalten;;;;;;0;
1565;804;2026-08-10;gehalten;;;;;;0;
1566;805;2026-08-10;gehalten;;;;;;0;
1567;807;2026-08-10;gehalten;;;;;;0;
1568;808;2026-08-10;gehalten;;;;;;0;
1569;810;2026-08-10;gehalten;;;;;;0;
1570;811;2026-08-10;gehalten;;;;;;0;
1571;813;2026-08-10;gehalten;;;;;;0;
1572;814;2026-08-10;gehalten;;;;;;0;
1573;816;2026-08-10;gehalten;;;;;;0;
1574;817;2026-08-10;gehalten;;;;;;0;
1575;825;2026-08-10;gehalten;;;;;;0;
1576;826;2026-08-10;gehalten;;;;;;0;
1577;835;2026-08-10;gehalten;;;;;;0;
1578;836;2026-08-10;gehalten;;;;;;0;
1579;845;2026-08-10;gehalten;;;;;;0;
1580;846;2026-08-10;vertretung;;;40;;;0;
1581;855;2026-08-10;gehalten;;;;;;0;
1582;856;2026-08-10;gehalten;;;;;;0;
1583;877;2026-08-10;gehalten;;;;;;0;
1584;878;2026-08-10;gehalten;;;;;;0;
1585;880;2026-08-10;gehalten;;;;;;0;
1586;881;2026-08-10;vertretung;;;2;;;0;
1587;890;2026-08-10;gehalten;;;;;;0;
1588;891;2026-08-10;gehalten;;;;;;0;
1589;900;2026-08-10;gehalten;;;;;;0;
1590;901;2026-08-10;entfallen;;;;;;0;
1591;910;2026-08-10;gehalten;;;;;;0;
1592;911;2026-08-10;gehalten;;;;;;0;
1593;920;2026-08-10;gehalten;;;;;;0;
1594;921;2026-08-10;gehalten;;;;;;0;
1595;923;2026-08-10;vertretung;;;6;;;0;
1596;924;2026-08-10;gehalten;;;;;;0;
1597;935;2026-08-10;gehalten;;;;;;0;
1598;936;2026-08-10;gehalten;;;;;;0;
1599;945;2026-08-10;gehalten;;;;;;0;
1600;946;2026-08-10;gehalten;;;;;;0;
1601;955;2026-08-10;gehalten;;;;;;0;
1602;956;2026-08-10;gehalten;;;;;;0;
1603;965;2026-08-10;gehalten;;;;;;0;
1604;966;2026-08-10;gehalten;;;;;;0;
1605;984;2026-08-10;gehalten;;;;;;0;
1606;985;2026-08-10;gehalten;;;;;;0;
1607;987;2026-08-10;entfallen;;;;;;0;
1608;988;2026-08-10;gehalten;;;;;;0;
1609;990;2026-08-10;gehalten;;;;;;0;
1610;991;2026-08-10;gehalten;;;;;;0;
1611;996;2026-08-10;gehalten;;;;;;0;
1612;997;2026-08-10;gehalten;;;;;;0;
1613;1006;2026-08-10;gehalten;;;;;;0;
1614;1007;2026-08-10;entfallen;;;;;;0;
1615;1016;2026-08-10;gehalten;;;;;;0;
1616;1017;2026-08-10;gehalten;;;;;;0;
1617;1026;2026-08-10;gehalten;;;;;;0;
1618;1027;2026-08-10;gehalten;;;;;;0;
1619;1042;2026-08-10;gehalten;;;;;;0;
1620;1043;2026-08-10;gehalten;;;;;;0;
1621;1052;2026-08-10;gehalten;;;;;;0;
1622;1053;2026-08-10;gehalten;;;;;;0;
1623;1062;2026-08-10;gehalten;;;;;;0;
1624;1063;2026-08-10;entfallen;;;;;;0;
1625;1072;2026-08-10;vertretung;;;61;;;0;
1626;1073;2026-08-10;vertretung;;;41;;;0;
1627;1091;2026-08-10;gehalten;;;;;;0;
1628;1092;2026-08-10;gehalten;;;;;;0;
1629;1094;2026-08-10;gehalten;;;;;;0;
1630;1095;2026-08-10;gehalten;;;;;;0;
1631;1097;2026-08-10;gehalten;;;;;;0;
1632;1098;2026-08-10;gehalten;;;;;;0;
1633;1118;2026-08-10;gehalten;;;;;;0;
1634;1119;2026-08-10;gehalten;;;;;;0;
1635;1121;2026-08-10;gehalten;;;;;;0;
1636;1122;2026-08-10;gehalten;;;;;;0;
1637;1124;2026-08-10;vertretung;;;4;;;0;
1638;1125;2026-08-10;gehalten;;;;;;0;
1639;1133;2026-08-10;gehalten;;;;;;0;
1640;1134;2026-08-10;gehalten;;;;;;0;
1641;1143;2026-08-10;entfallen;;;;;;0;
1642;1144;2026-08-10;gehalten;;;;;;0;
1643;1153;2026-08-10;vertretung;;;40;;;0;
1644;1154;2026-08-10;gehalten;;;;;;0;
1645;1163;2026-08-10;entfallen;;;;;;0;
1646;1164;2026-08-10;gehalten;;;;;;0;
1647;1180;2026-08-10;gehalten;;;;;;0;
1648;1181;2026-08-10;gehalten;;;;;;0;
1649;1188;2026-08-10;gehalten;;;;;;0;
1650;1189;2026-08-10;gehalten;;;;;;0;
1651;1198;2026-08-10;gehalten;;;;;;0;
1652;1199;2026-08-10;gehalten;;;;;;0;
1653;1208;2026-08-10;gehalten;;;;;;0;
1654;1209;2026-08-10;vertretung;;;29;;;0;
1655;1218;2026-08-10;gehalten;;;;;;0;
1656;1219;2026-08-10;gehalten;;;;;;0;
1657;1221;2026-08-10;gehalten;;;;;;0;
1658;1222;2026-08-10;gehalten;;;;;;0;
1659;1233;2026-08-10;gehalten;;;;;;0;
1660;1234;2026-08-10;gehalten;;;;;;0;
1661;1243;2026-08-10;gehalten;;;;;;0;
1662;1244;2026-08-10;gehalten;;;;;;0;
1663;1253;2026-08-10;gehalten;;;;;;0;
1664;1254;2026-08-10;gehalten;;;;;;0;
1665;1263;2026-08-10;gehalten;;;;;;0;
1666;1264;2026-08-10;gehalten;;;;;;0;
1667;1277;2026-08-10;gehalten;;;;;;0;
1668;1278;2026-08-10;gehalten;;;;;;0;
1669;1280;2026-08-10;gehalten;;;;;;0;
1670;1281;2026-08-10;gehalten;;;;;;0;
1671;1283;2026-08-10;gehalten;;;;;;0;
1672;1284;2026-08-10;gehalten;;;;;;0;
1673;1294;2026-08-10;gehalten;;;;;;0;
1674;1295;2026-08-10;gehalten;;;;;;0;
1675;1304;2026-08-10;gehalten;;;;;;0;
1676;1305;2026-08-10;gehalten;;;;;;0;
1677;1314;2026-08-10;gehalten;;;;;;0;
1678;1315;2026-08-10;gehalten;;;;;;0;
1679;1330;2026-08-10;gehalten;;;;;;0;
1680;1331;2026-08-10;gehalten;;;;;;0;
1681;1340;2026-08-10;gehalten;;;;;;0;
1682;1341;2026-08-10;gehalten;;;;;;0;
1683;1350;2026-08-10;entfallen;;;;;;0;
1684;1351;2026-08-10;gehalten;;;;;;0;
1685;1360;2026-08-10;gehalten;;;;;;0;
1686;1361;2026-08-10;gehalten;;;;;;0;
1687;1374;2026-08-10;gehalten;;;;;;0;
1688;1375;2026-08-10;gehalten;;;;;;0;
1689;1377;2026-08-10;vertretung;;;35;;;0;
1690;1378;2026-08-10;gehalten;;;;;;0;
1691;1380;2026-08-10;gehalten;;;;;;0;
1692;1381;2026-08-10;gehalten;;;;;;0;
1693;15;2026-08-11;gehalten;;;;;;0;
1694;16;2026-08-11;gehalten;;;;;;0;
1695;30;2026-08-11;gehalten;;;;;;0;
1696;31;2026-08-11;gehalten;;;;;;0;
1697;32;2026-08-11;gehalten;;;;;;0;
1698;33;2026-08-11;gehalten;;;;;;0;
1699;35;2026-08-11;gehalten;;;;;;0;
1700;36;2026-08-11;gehalten;;;;;;0;
1701;52;2026-08-11;gehalten;;;;;;0;
1702;53;2026-08-11;gehalten;;;;;;0;
1703;56;2026-08-11;gehalten;;;;;;0;
1704;57;2026-08-11;gehalten;;;;;;0;
1705;71;2026-08-11;gehalten;;;;;;0;
1706;72;2026-08-11;gehalten;;;;;;0;
1707;84;2026-08-11;gehalten;;;;;;0;
1708;85;2026-08-11;gehalten;;;;;;0;
1709;86;2026-08-11;gehalten;;;;;;0;
1710;87;2026-08-11;gehalten;;;;;;0;
1711;91;2026-08-11;gehalten;;;;;;0;
1712;92;2026-08-11;gehalten;;;;;;0;
1713;108;2026-08-11;gehalten;;;;;;0;
1714;109;2026-08-11;gehalten;;;;;;0;
1715;110;2026-08-11;gehalten;;;;;;0;
1716;111;2026-08-11;gehalten;;;;;;0;
1717;137;2026-08-11;gehalten;;;;;;0;
1718;138;2026-08-11;gehalten;;;;;;0;
1719;140;2026-08-11;entfallen;;;;;;0;
1720;141;2026-08-11;gehalten;;;;;;0;
1721;142;2026-08-11;gehalten;;;;;;0;
1722;143;2026-08-11;entfallen;;;;;;0;
1723;155;2026-08-11;gehalten;;;;;;0;
1724;156;2026-08-11;gehalten;;;;;;0;
1725;168;2026-08-11;entfallen;;;;;;0;
1726;169;2026-08-11;gehalten;;;;;;0;
1727;170;2026-08-11;gehalten;;;;;;0;
1728;171;2026-08-11;gehalten;;;;;;0;
1729;183;2026-08-11;gehalten;;;;;;0;
1730;184;2026-08-11;gehalten;;;;;;0;
1731;200;2026-08-11;gehalten;;;;;;0;
1732;201;2026-08-11;gehalten;;;;;;0;
1733;204;2026-08-11;gehalten;;;;;;0;
1734;205;2026-08-11;gehalten;;;;;;0;
1735;211;2026-08-11;gehalten;;;;;;0;
1736;212;2026-08-11;gehalten;;;;;;1;
1737;215;2026-08-11;gehalten;;;;;;0;
1738;216;2026-08-11;gehalten;;;;;;0;
1739;232;2026-08-11;gehalten;;;;;;0;
1740;233;2026-08-11;gehalten;;;;;;0;
1741;252;2026-08-11;gehalten;;;;;;0;
1742;253;2026-08-11;gehalten;;;;;;0;
1743;258;2026-08-11;gehalten;;;;;;0;
1744;259;2026-08-11;gehalten;;;;;;0;
1745;274;2026-08-11;gehalten;;;;;;0;
1746;275;2026-08-11;gehalten;;;;;;0;
1747;279;2026-08-11;gehalten;;;;;;0;
1748;280;2026-08-11;gehalten;;;;;;0;
1749;281;2026-08-11;gehalten;;;;;;0;
1750;282;2026-08-11;gehalten;;;;;;0;
1751;289;2026-08-11;entfallen;;;;;;0;
1752;290;2026-08-11;gehalten;;;;;;0;
1753;306;2026-08-11;gehalten;;;;;;0;
1754;307;2026-08-11;gehalten;;;;;;0;
1755;314;2026-08-11;gehalten;;;;;;0;
1756;315;2026-08-11;gehalten;;;;;;0;
1757;320;2026-08-11;gehalten;;;;;;0;
1758;321;2026-08-11;gehalten;;;;;;0;
1759;327;2026-08-11;gehalten;;;;;;0;
1760;328;2026-08-11;gehalten;;;;;;0;
1761;337;2026-08-11;gehalten;;;;;;0;
1762;338;2026-08-11;gehalten;;;;;;0;
1763;345;2026-08-11;gehalten;;;;;;0;
1764;346;2026-08-11;gehalten;;;;;;0;
1765;369;2026-08-11;gehalten;;;;;;0;
1766;370;2026-08-11;gehalten;;;;;;0;
1767;375;2026-08-11;gehalten;;;;;;0;
1768;376;2026-08-11;gehalten;;;;;;0;
1769;385;2026-08-11;gehalten;;;;;;0;
1770;386;2026-08-11;gehalten;;;;;;0;
1771;396;2026-08-11;gehalten;;;;;;0;
1772;397;2026-08-11;entfallen;;;;;;0;
1773;410;2026-08-11;gehalten;;;;;;0;
1774;411;2026-08-11;gehalten;;;;;;0;
1775;412;2026-08-11;gehalten;;;;;;0;
1776;413;2026-08-11;gehalten;;;;;;0;
1777;417;2026-08-11;gehalten;;;;;;0;
1778;418;2026-08-11;gehalten;;;;;;1;
1779;423;2026-08-11;gehalten;;;;;;0;
1780;424;2026-08-11;gehalten;;;;;;0;
1781;435;2026-08-11;gehalten;;;;;;0;
1782;436;2026-08-11;gehalten;;;;;;0;
1783;442;2026-08-11;gehalten;;;;;;0;
1784;443;2026-08-11;gehalten;;;;;;0;
1785;450;2026-08-11;gehalten;;;;;;0;
1786;451;2026-08-11;gehalten;;;;;;0;
1787;458;2026-08-11;gehalten;;;;;;0;
1788;459;2026-08-11;gehalten;;;;;;0;
1789;482;2026-08-11;gehalten;;;;;;0;
1790;483;2026-08-11;gehalten;;;;;;0;
1791;484;2026-08-11;gehalten;;;;;;0;
1792;485;2026-08-11;gehalten;;;;;;0;
1793;492;2026-08-11;gehalten;;;;;;0;
1794;493;2026-08-11;gehalten;;;;;;0;
1795;501;2026-08-11;gehalten;;;;;;0;
1796;502;2026-08-11;vertretung;;;54;;;0;
1797;521;2026-08-11;gehalten;;;;;;0;
1798;522;2026-08-11;gehalten;;;;;;0;
1799;532;2026-08-11;gehalten;;;;;;0;
1800;533;2026-08-11;gehalten;;;;;;0;
1801;547;2026-08-11;gehalten;;;;;;0;
1802;548;2026-08-11;gehalten;;;;;;0;
1803;555;2026-08-11;gehalten;;;;;;0;
1804;556;2026-08-11;gehalten;;;;;;0;
1805;561;2026-08-11;gehalten;;;;;;0;
1806;562;2026-08-11;gehalten;;;;;;0;
1807;593;2026-08-11;gehalten;;;;;;0;
1808;594;2026-08-11;gehalten;;;;;;0;
1809;595;2026-08-11;gehalten;;;;;;0;
1810;596;2026-08-11;gehalten;;;;;;0;
1811;601;2026-08-11;gehalten;;;;;;0;
1812;602;2026-08-11;gehalten;;;;;;0;
1813;605;2026-08-11;gehalten;;;;;;0;
1814;606;2026-08-11;gehalten;;;;;;0;
1815;630;2026-08-11;gehalten;;;;;;0;
1816;631;2026-08-11;gehalten;;;;;;0;
1817;641;2026-08-11;gehalten;;;;;;0;
1818;642;2026-08-11;gehalten;;;;;;0;
1819;647;2026-08-11;gehalten;;;;;;0;
1820;648;2026-08-11;gehalten;;;;;;0;
1821;664;2026-08-11;gehalten;;;;;;0;
1822;665;2026-08-11;gehalten;;;;;;0;
1823;675;2026-08-11;gehalten;;;;;;0;
1824;676;2026-08-11;gehalten;;;;;;0;
1825;678;2026-08-11;gehalten;;;;;;0;
1826;679;2026-08-11;gehalten;;;;;;0;
1827;681;2026-08-11;gehalten;;;;;;0;
1828;682;2026-08-11;gehalten;;;;;;0;
1829;702;2026-08-11;gehalten;;;;;;0;
1830;703;2026-08-11;gehalten;;;;;;0;
1831;705;2026-08-11;gehalten;;;;;;0;
1832;706;2026-08-11;gehalten;;;;;;0;
1833;708;2026-08-11;gehalten;;;;;;0;
1834;709;2026-08-11;entfallen;;;;;;0;
1835;729;2026-08-11;entfallen;;;;;;0;
1836;730;2026-08-11;gehalten;;;;;;0;
1837;732;2026-08-11;entfallen;;;;;;0;
1838;733;2026-08-11;gehalten;;;;;;0;
1839;735;2026-08-11;gehalten;;;;;;0;
1840;736;2026-08-11;gehalten;;;;;;0;
1841;756;2026-08-11;gehalten;;;;;;0;
1842;757;2026-08-11;gehalten;;;;;;0;
1843;759;2026-08-11;gehalten;;;;;;0;
1844;760;2026-08-11;gehalten;;;;;;0;
1845;762;2026-08-11;gehalten;;;;;;0;
1846;763;2026-08-11;gehalten;;;;;;0;
1847;783;2026-08-11;gehalten;;;;;;0;
1848;784;2026-08-11;gehalten;;;;;;0;
1849;786;2026-08-11;gehalten;;;;;;0;
1850;787;2026-08-11;gehalten;;;;;;0;
1851;789;2026-08-11;gehalten;;;;;;0;
1852;790;2026-08-11;gehalten;;;;;;0;
1853;819;2026-08-11;gehalten;;;;;;0;
1854;820;2026-08-11;vertretung;;;29;;;0;
1855;822;2026-08-11;gehalten;;;;;;0;
1856;823;2026-08-11;gehalten;;;;;;0;
1857;830;2026-08-11;gehalten;;;;;;0;
1858;831;2026-08-11;gehalten;;;;;;0;
1859;840;2026-08-11;gehalten;;;;;;0;
1860;841;2026-08-11;gehalten;;;;;;0;
1861;850;2026-08-11;gehalten;;;;;;0;
1862;851;2026-08-11;entfallen;;;;;;0;
1863;860;2026-08-11;gehalten;;;;;;0;
1864;861;2026-08-11;gehalten;;;;;;0;
1865;865;2026-08-11;gehalten;;;;;;0;
1866;866;2026-08-11;gehalten;;;;;;0;
1867;885;2026-08-11;gehalten;;;;;;0;
1868;886;2026-08-11;gehalten;;;;;;0;
1869;895;2026-08-11;gehalten;;;;;;0;
1870;896;2026-08-11;gehalten;;;;;;0;
1871;905;2026-08-11;gehalten;;;;;;0;
1872;906;2026-08-11;gehalten;;;;;;0;
1873;915;2026-08-11;gehalten;;;;;;0;
1874;916;2026-08-11;gehalten;;;;;;0;
1875;926;2026-08-11;gehalten;;;;;;0;
1876;927;2026-08-11;gehalten;;;;;;0;
1877;929;2026-08-11;gehalten;;;;;;0;
1878;930;2026-08-11;gehalten;;;;;;0;
1879;932;2026-08-11;gehalten;;;;;;0;
1880;933;2026-08-11;gehalten;;;;;;0;
1881;940;2026-08-11;entfallen;;;;;;0;
1882;941;2026-08-11;gehalten;;;;;;0;
1883;950;2026-08-11;gehalten;;;;;;0;
1884;951;2026-08-11;gehalten;;;;;;0;
1885;960;2026-08-11;gehalten;;;;;;0;
1886;961;2026-08-11;gehalten;;;;;;0;
1887;970;2026-08-11;gehalten;;;;;;0;
1888;971;2026-08-11;vertretung;;;51;;;0;
1889;993;2026-08-11;gehalten;;;;;;0;
1890;994;2026-08-11;gehalten;;;;;;0;
1891;1001;2026-08-11;gehalten;;;;;;0;
1892;1002;2026-08-11;gehalten;;;;;;0;
1893;1011;2026-08-11;entfallen;;;;;;0;
1894;1012;2026-08-11;gehalten;;;;;;0;
1895;1021;2026-08-11;entfallen;;;;;;0;
1896;1022;2026-08-11;gehalten;;;;;;0;
1897;1031;2026-08-11;gehalten;;;;;;0;
1898;1032;2026-08-11;gehalten;;;;;;0;
1899;1036;2026-08-11;gehalten;;;;;;0;
1900;1037;2026-08-11;gehalten;;;;;;0;
1901;1039;2026-08-11;gehalten;;;;;;0;
1902;1040;2026-08-11;gehalten;;;;;;0;
1903;1047;2026-08-11;gehalten;;;;;;0;
1904;1048;2026-08-11;gehalten;;;;;;1;
1905;1057;2026-08-11;gehalten;;;;;;0;
1906;1058;2026-08-11;gehalten;;;;;;0;
1907;1067;2026-08-11;gehalten;;;;;;1;
1908;1068;2026-08-11;gehalten;;;;;;0;
1909;1077;2026-08-11;gehalten;;;;;;0;
1910;1078;2026-08-11;entfallen;;;;;;0;
1911;1100;2026-08-11;gehalten;;;;;;0;
1912;1101;2026-08-11;gehalten;;;;;;0;
1913;1103;2026-08-11;gehalten;;;;;;0;
1914;1104;2026-08-11;gehalten;;;;;;0;
1915;1106;2026-08-11;gehalten;;;;;;0;
1916;1107;2026-08-11;gehalten;;;;;;0;
1917;1127;2026-08-11;gehalten;;;;;;0;
1918;1128;2026-08-11;gehalten;;;;;;0;
1919;1130;2026-08-11;gehalten;;;;;;0;
1920;1131;2026-08-11;gehalten;;;;;;0;
1921;1138;2026-08-11;gehalten;;;;;;0;
1922;1139;2026-08-11;gehalten;;;;;;0;
1923;1148;2026-08-11;gehalten;;;;;;0;
1924;1149;2026-08-11;gehalten;;;;;;0;
1925;1158;2026-08-11;gehalten;;;;;;0;
1926;1159;2026-08-11;gehalten;;;;;;1;
1927;1168;2026-08-11;gehalten;;;;;;0;
1928;1169;2026-08-11;gehalten;;;;;;0;
1929;1183;2026-08-11;gehalten;;;;;;0;
1930;1184;2026-08-11;gehalten;;;;;;0;
1931;1193;2026-08-11;gehalten;;;;;;0;
1932;1194;2026-08-11;gehalten;;;;;;0;
1933;1203;2026-08-11;gehalten;;;;;;0;
1934;1204;2026-08-11;gehalten;;;;;;0;
1935;1213;2026-08-11;gehalten;;;;;;0;
1936;1214;2026-08-11;gehalten;;;;;;0;
1937;1224;2026-08-11;gehalten;;;;;;0;
1938;1225;2026-08-11;gehalten;;;;;;0;
1939;1227;2026-08-11;gehalten;;;;;;0;
1940;1228;2026-08-11;vertretung;;;45;;;0;
1941;1230;2026-08-11;gehalten;;;;;;0;
1942;1231;2026-08-11;gehalten;;;;;;0;
1943;1238;2026-08-11;gehalten;;;;;;0;
1944;1239;2026-08-11;gehalten;;;;;;0;
1945;1248;2026-08-11;gehalten;;;;;;0;
1946;1249;2026-08-11;vertretung;;;34;;;0;
1947;1258;2026-08-11;gehalten;;;;;;0;
1948;1259;2026-08-11;gehalten;;;;;;0;
1949;1286;2026-08-11;gehalten;;;;;;0;
1950;1287;2026-08-11;gehalten;;;;;;0;
1951;1289;2026-08-11;gehalten;;;;;;0;
1952;1290;2026-08-11;gehalten;;;;;;0;
1953;1299;2026-08-11;gehalten;;;;;;0;
1954;1300;2026-08-11;gehalten;;;;;;0;
1955;1309;2026-08-11;gehalten;;;;;;0;
1956;1310;2026-08-11;gehalten;;;;;;0;
1957;1319;2026-08-11;gehalten;;;;;;0;
1958;1320;2026-08-11;gehalten;;;;;;1;
1959;1324;2026-08-11;gehalten;;;;;;0;
1960;1325;2026-08-11;gehalten;;;;;;0;
1961;1327;2026-08-11;gehalten;;;;;;0;
1962;1328;2026-08-11;vertretung;;;17;;;0;
1963;1335;2026-08-11;gehalten;;;;;;0;
1964;1336;2026-08-11;gehalten;;;;;;0;
1965;1345;2026-08-11;vertretung;;;71;;;0;
1966;1346;2026-08-11;gehalten;;;;;;0;
